Date,Open,High,Low,Close,Adj Close,Volume
2018-04-10,115.212997,115.400002,112.517998,114.263000,114.263000,202879008
2018-04-11,114.289001,119.094002,113.330002,118.291000,118.291000,230068992
2018-04-12,118.292000,129.335007,113.551003,129.335007,129.335007,587510976
2018-04-13,129.274002,133.039993,124.056000,125.353996,125.353996,458040000
2018-04-14,125.223999,129.339005,124.766998,126.293999,126.293999,258806000
2018-04-15,126.668999,132.044998,126.668999,132.044998,132.044998,274427008
2018-04-16,131.968002,132.626007,125.237999,128.335007,128.335007,290855008
2018-04-17,128.710007,139.653000,128.710007,132.927994,132.927994,532336000
2018-04-18,132.376999,140.852997,132.376999,139.996994,139.996994,381161984
2018-04-19,140.041000,146.867004,138.957993,146.300003,146.300003,408736000
2018-04-20,146.501007,155.723999,143.843994,155.537003,155.537003,491945984
2018-04-21,155.684998,156.610001,142.177994,148.934006,148.934006,482924000
2018-04-22,148.608002,152.229996,145.313995,146.774002,146.774002,338735008
2018-04-23,146.671997,152.768005,146.669998,152.251999,152.251999,376060000
2018-04-24,152.574997,165.942993,152.574997,165.781006,165.781006,643558016
2018-04-25,165.087006,165.087006,142.593002,144.764008,144.764008,613467008
2018-04-26,144.699005,153.822998,142.643005,153.679001,153.679001,412436992
2018-04-27,153.444000,153.619003,145.904999,145.904999,145.904999,386742016
2018-04-28,145.742004,153.326004,145.742004,152.296005,152.296005,337116992
2018-04-29,152.164993,155.621002,148.897003,153.630997,153.630997,388081984
2018-04-30,153.647003,154.080994,147.871002,148.477005,148.477005,341396992
2018-05-01,148.343994,148.544998,143.938995,148.488007,148.488007,342152000
2018-05-02,148.445007,152.886993,146.983994,151.576996,151.576996,354656992
2018-05-03,151.858994,163.996994,151.011993,161.459000,161.459000,617984000
2018-05-04,160.468994,170.378006,157.936996,168.787994,168.787994,633054976
2018-05-05,168.350006,181.628006,168.350006,177.761993,177.761993,741246016
2018-05-06,178.020996,182.882996,166.175003,171.800003,171.800003,626270016
2018-05-07,171.759003,171.917007,158.929993,164.878998,164.878998,573281024
2018-05-08,164.830002,167.981003,158.158005,159.617004,159.617004,466308992
2018-05-09,159.617004,159.617004,152.598007,157.054993,157.054993,448136000
2018-05-10,157.151001,160.335999,149.337006,149.869003,149.869003,426694016
2018-05-11,149.445007,149.445007,134.725998,137.117004,137.117004,530416000
2018-05-12,137.257004,144.419006,132.587997,141.882004,141.882004,410184992
2018-05-13,141.798004,147.246002,137.654999,144.587997,144.587997,383224000
2018-05-14,144.623993,152.154999,136.072006,147.714005,147.714005,584222016
2018-05-15,147.488007,149.382996,138.570007,139.880005,139.880005,415984992
2018-05-16,139.649994,140.651001,135.276993,139.268005,139.268005,351689984
2018-05-17,139.559006,141.166000,131.951996,132.772995,132.772995,320248992
2018-05-18,132.703995,137.054993,129.703003,136.057007,136.057007,371688000
2018-05-19,135.964996,137.501007,133.871002,135.320007,135.320007,310963008
2018-05-20,135.272003,140.315002,133.794006,139.697998,139.697998,324983008
2018-05-21,139.643997,139.643997,133.934006,134.509003,134.509003,308376992
2018-05-22,134.259995,135.604996,128.332001,128.675995,128.675995,294447008
2018-05-23,128.807999,129.332001,117.349998,119.314003,119.314003,373329984
2018-05-24,119.195000,124.371002,115.889999,122.612999,122.612999,345857984
2018-05-25,122.558998,124.202003,117.820999,119.442001,119.442001,297743008
2018-05-26,119.349998,122.250999,117.867996,118.277000,118.277000,275851008
2018-05-27,118.503998,118.848000,116.986000,117.991997,117.991997,258727008
2018-05-28,117.930000,119.083000,111.475998,111.598000,111.598000,295723008
2018-05-29,111.844002,121.962997,110.903000,119.568001,119.568001,350520000
2018-05-30,119.540001,122.375999,116.016998,117.532997,117.532997,305275008
2018-05-31,117.318001,120.594002,116.638000,118.073997,118.073997,297183008
2018-06-01,118.028000,120.195999,117.115997,119.915001,119.915001,290886016
2018-06-02,119.828003,123.893997,118.955002,123.306999,123.306999,310800000
2018-06-03,123.285004,127.367996,122.365997,125.500000,125.500000,322787008
2018-06-04,125.210999,126.325996,118.727997,119.903000,119.903000,299780992
2018-06-05,119.896004,122.005997,116.442001,121.700996,121.700996,300892000
2018-06-06,121.888000,122.138000,118.556000,121.182999,121.182999,324158016
2018-06-07,121.338997,123.178001,119.621002,121.426003,121.426003,365670016
2018-06-08,121.515999,121.945999,118.705002,120.084000,120.084000,285831008
2018-06-09,120.108002,121.025002,117.740997,117.740997,117.740997,242235008
2018-06-10,117.561996,117.561996,104.082001,107.043999,107.043999,399889984
2018-06-11,106.541000,108.847000,104.124001,107.515999,107.515999,331430016
2018-06-12,107.428001,108.057999,99.374603,100.751999,100.751999,333163008
2018-06-13,100.799004,100.947998,91.288498,94.075600,94.075600,360492992
2018-06-14,93.993698,102.417000,93.611603,101.153999,101.153999,367742016
2018-06-15,101.114998,101.114998,95.599503,96.676003,96.676003,293284992
2018-06-16,96.578400,98.346397,93.970596,97.577003,97.577003,259324992
2018-06-17,97.717598,98.657204,95.532997,96.102600,96.102600,242331008
2018-06-18,95.773499,99.813400,93.910004,98.819000,98.819000,282937984
2018-06-19,98.727303,100.820000,97.398300,98.837700,98.837700,284982016
2018-06-20,98.956299,99.204597,95.967102,97.993500,97.993500,261392000
2018-06-21,97.881203,98.869499,96.364899,96.925499,96.925499,261544000
2018-06-22,96.941101,97.123703,81.395897,85.075897,85.075897,458636992
2018-06-23,85.093002,86.361198,81.642998,82.603699,82.603699,439203008
2018-06-24,82.739098,83.388603,74.288101,80.777100,80.777100,449884992
2018-06-25,80.366600,86.072899,79.020500,81.833397,81.833397,458366016
2018-06-26,81.815201,82.497803,76.853699,76.866699,76.866699,258432992
2018-06-27,76.931999,81.339302,75.862999,80.659698,80.659698,274128000
2018-06-28,80.625702,81.039101,74.439201,74.929802,74.929802,263414000
2018-06-29,74.808899,80.178497,73.172699,78.768898,78.768898,309339008
2018-06-30,78.946602,83.244301,78.946602,81.374001,81.374001,276550016
2018-07-01,81.503998,81.607498,78.361099,80.242897,80.242897,343401984
2018-07-02,80.267700,86.270897,78.688202,85.257103,85.257103,302471008
2018-07-03,85.387802,89.276802,84.734901,85.101303,85.101303,343900992
2018-07-04,85.172798,89.116203,84.021400,85.494003,85.494003,282222016
2018-07-05,85.653198,86.670502,82.541901,83.760002,83.760002,306121984
2018-07-06,83.837303,84.596497,81.321404,83.378098,83.378098,253160000
2018-07-07,83.404297,86.201897,80.702003,86.201897,86.201897,238936992
2018-07-08,86.262299,86.678101,82.181999,82.396004,82.396004,239655008
2018-07-09,82.544098,83.257797,80.748001,80.857597,80.857597,263326000
2018-07-10,80.782303,80.882698,75.383499,76.083504,76.083504,321614016
2018-07-11,76.129898,80.796898,76.074303,78.699898,78.699898,284915008
2018-07-12,78.594101,78.594101,75.310600,76.808601,76.808601,267396992
2018-07-13,77.292099,78.434601,76.107597,76.942497,76.942497,256038000
2018-07-14,76.973297,77.541801,76.178497,76.722397,76.722397,197776000
2018-07-15,76.704597,79.649200,76.015503,78.939003,78.939003,230467008
2018-07-16,78.959602,84.595901,78.214798,84.595901,84.595901,307904000
2018-07-17,84.301498,90.309700,82.999496,89.806099,89.806099,341836000
2018-07-18,89.821503,93.649902,86.027802,86.962097,86.962097,375428992
2018-07-19,86.898201,88.829399,85.788498,86.667702,86.667702,307785984
2018-07-20,86.681999,86.681999,82.421097,82.754601,82.754601,287448000
2018-07-21,82.658302,85.245003,80.671204,84.463898,84.463898,246152992
2018-07-22,84.264503,84.630501,82.871902,83.156197,83.156197,245916992
2018-07-23,83.231499,86.054604,82.314102,82.433197,82.433197,296071008
2018-07-24,82.682999,89.285202,81.931999,89.285202,89.285202,440572992
2018-07-25,88.657204,89.922401,85.411301,86.281700,86.281700,310156992
2018-07-26,86.277199,88.022202,83.186501,84.027496,84.027496,286579008
2018-07-27,83.730003,85.218300,82.043999,84.463600,84.463600,358798016
2018-07-28,84.536903,84.628098,82.831100,83.624001,83.624001,279804992
2018-07-29,84.054100,85.207100,83.384598,84.084099,84.084099,276696000
2018-07-30,84.153999,84.712898,80.600403,82.849899,82.849899,313998000
2018-07-31,82.689301,82.939499,76.810402,79.702301,79.702301,319362000
2018-08-01,80.390800,80.733498,76.401497,77.855598,77.855598,301530000
2018-08-02,77.714203,78.538002,75.614700,76.138802,76.138802,285466000
2018-08-03,76.301804,77.566399,74.465599,77.535500,77.535500,298295000
2018-08-04,77.422302,77.822899,72.763000,73.198700,73.198700,262765000
2018-08-05,73.379097,75.001099,72.689598,74.589401,74.589401,265627000
2018-08-06,75.061600,76.585899,72.790298,73.888298,73.888298,265134000
2018-08-07,74.003098,75.227798,68.127800,68.170303,68.170303,299418000
2018-08-08,68.162804,68.162804,62.138302,62.490398,62.490398,313187000
2018-08-09,62.473000,65.577400,61.296200,63.980801,63.980801,270095000
2018-08-10,63.974998,64.930099,58.863098,59.394001,59.394001,259781000
2018-08-11,59.487598,59.798698,55.672699,58.359100,58.359100,259948000
2018-08-12,58.217499,61.705799,57.956699,59.328098,59.328098,276383000
2018-08-13,59.483700,60.597801,56.306000,56.848202,56.848202,223061000
2018-08-14,57.004799,57.053600,51.158501,54.559399,54.559399,250440000
2018-08-15,54.679001,58.947899,54.300499,54.500401,54.500401,282699000
2018-08-16,54.535999,57.426998,54.510502,55.361900,55.361900,211779000
2018-08-17,55.329399,61.514400,55.193001,61.514400,61.514400,263383000
2018-08-18,61.556801,62.034000,55.802898,57.275700,57.275700,243057000
2018-08-19,57.222698,58.741798,56.543301,57.938999,57.938999,204484000
2018-08-20,57.908401,58.551201,53.978401,53.996201,53.996201,244192000
2018-08-21,53.771599,56.797901,53.771599,56.350201,56.350201,187486000
2018-08-22,56.659100,59.011398,54.378399,55.318600,55.318600,228893000
2018-08-23,55.193699,57.809101,54.393501,57.543400,57.543400,205125000
2018-08-24,57.604198,58.278198,55.953602,57.929798,57.929798,194676000
2018-08-25,57.923599,58.214600,57.365002,57.907902,57.907902,187571000
2018-08-26,58.051601,58.105400,56.238400,57.334099,57.334099,206572000
2018-08-27,57.259300,60.424400,56.927898,60.249901,60.249901,228072000
2018-08-28,60.226002,63.397202,59.623001,63.024399,63.024399,246764000
2018-08-29,63.029202,63.389702,60.738499,61.767200,61.767200,220637000
2018-08-30,61.765598,62.034599,58.919201,60.315201,60.315201,219094000
2018-08-31,60.422798,62.254902,59.324902,61.925499,61.925499,265252000
2018-09-01,61.738800,67.250702,61.738800,65.950996,65.950996,306586000
2018-09-02,65.984802,66.901398,64.329803,65.649399,65.649399,265104000
2018-09-03,65.817596,66.198502,64.321602,65.373199,65.373199,235034000
2018-09-04,65.319901,68.977203,65.227600,67.709900,67.709900,308206000
2018-09-05,67.667900,68.118797,58.437698,58.437698,58.437698,409226000
2018-09-06,58.320999,58.320999,54.909599,57.486198,57.486198,351270000
2018-09-07,57.342201,58.116600,55.511700,56.197800,56.197800,229626000
2018-09-08,56.126701,57.606300,52.584202,53.244598,53.244598,223684000
2018-09-09,53.274700,56.399799,52.717201,54.924198,54.924198,253320000
2018-09-10,54.993698,56.065300,53.496201,54.595798,54.595798,251240000
2018-09-11,54.606800,54.784801,51.075802,52.367298,52.367298,272379000
2018-09-12,52.389000,52.411701,47.667500,51.656601,51.656601,290357000
2018-09-13,51.883301,55.049198,51.760300,54.536400,54.536400,295074000
2018-09-14,54.647598,58.439098,53.316002,56.576500,56.576500,336190000
2018-09-15,56.336899,58.400799,56.175301,56.713100,56.713100,252020000
2018-09-16,56.581001,57.368099,55.058899,56.972698,56.972698,253978000
2018-09-17,57.020100,57.750099,51.849602,52.540501,52.540501,261325000
2018-09-18,52.293800,55.100800,50.999500,54.097198,54.097198,296552000
2018-09-19,54.017502,54.923000,52.255600,54.334499,54.334499,271642000
2018-09-20,54.372799,57.153702,53.639801,56.634399,56.634399,260631000
2018-09-21,56.782700,62.057098,56.462299,60.722801,60.722801,398550000
2018-09-22,60.814602,61.708698,57.744701,60.436600,60.436600,298424000
2018-09-23,60.548302,63.187000,59.995098,61.366402,61.366402,304888000
2018-09-24,61.339298,61.339298,57.304798,57.969101,57.969101,296366000
2018-09-25,58.021000,58.147598,54.737598,57.537601,57.537601,351579000
2018-09-26,57.449200,59.620098,56.701698,57.395500,57.395500,294136000
2018-09-27,57.450001,64.294998,56.923901,62.979401,62.979401,574277000
2018-09-28,63.171501,64.422600,60.807899,61.895100,61.895100,459862000
2018-09-29,61.643501,62.025299,59.491600,61.606899,61.606899,356028000
2018-09-30,61.625301,62.388500,60.149700,61.141899,61.141899,463002000
2018-10-01,61.098598,61.729698,59.740002,60.208099,60.208099,456583000
2018-10-02,60.301201,61.252201,59.410702,59.705399,59.705399,444830000
2018-10-03,59.575500,59.575500,57.076599,57.477501,57.477501,452464000
2018-10-04,57.521500,59.049000,57.444901,58.279499,58.279499,343602000
2018-10-05,58.331501,59.127201,57.673698,58.766201,58.766201,371790000
2018-10-06,58.875702,58.919800,57.266602,57.844101,57.844101,375900000
2018-10-07,57.934898,58.364399,57.208199,58.160301,58.160301,435270000
2018-10-08,58.231800,59.824402,57.481998,59.412601,59.412601,347408000
2018-10-09,59.445400,59.529099,58.211800,58.713299,58.713299,318545000
2018-10-10,58.664101,58.664101,57.425701,57.981800,57.981800,358009000
2018-10-11,57.976398,57.976398,50.991199,51.233002,51.233002,343098000
2018-10-12,50.874599,53.821499,50.874599,53.551701,53.551701,280891000
2018-10-13,53.456100,54.277599,53.214199,53.451801,53.451801,237333000
2018-10-14,53.509201,53.838600,52.032299,52.187401,52.187401,242221000
2018-10-15,52.173801,57.462002,51.914902,54.879601,54.879601,431765000
2018-10-16,54.965099,55.481701,53.673698,54.068199,54.068199,281917000
2018-10-17,54.264900,54.264900,53.085300,53.672100,53.672100,295022000
2018-10-18,53.716900,53.986698,52.129101,52.526901,52.526901,296411000
2018-10-19,52.552299,53.599998,52.237499,53.020100,53.020100,272130000
2018-10-20,53.067001,53.461800,52.796700,53.362801,53.362801,258418000
2018-10-21,53.434700,53.773102,52.712700,52.915798,52.915798,273510000
2018-10-22,52.784599,53.114201,52.012798,52.203899,52.203899,263337000
2018-10-23,52.237000,52.873501,51.940201,52.541302,52.541302,278025000
2018-10-24,52.456501,53.007999,52.286499,52.514999,52.514999,291042000
2018-10-25,52.488098,52.510101,52.060101,52.234600,52.234600,241117000
2018-10-26,52.219601,52.483398,51.731701,52.098900,52.098900,292908000
2018-10-27,52.127800,52.360600,51.774799,51.931999,51.931999,312308000
2018-10-28,52.052299,52.172199,51.484699,51.937500,51.937500,335237000
2018-10-29,51.832699,52.030201,48.654202,49.071400,49.071400,373076000
2018-10-30,48.996498,49.477200,48.788502,49.239101,49.239101,295448000
2018-10-31,49.337799,49.940498,48.321400,49.441502,49.441502,410734000
2018-11-01,49.562302,51.027802,49.416199,50.271900,50.271900,321492000
2018-11-02,50.339500,51.659801,50.315399,51.330700,51.330700,362726000
2018-11-03,51.297600,51.361000,50.760799,50.973400,50.973400,325128000
2018-11-04,50.986198,55.136700,50.815701,53.612499,53.612499,441533000
2018-11-05,53.593300,54.708099,53.111500,53.546299,53.546299,398133000
2018-11-06,53.702499,55.945099,53.482899,55.945099,55.945099,371534000
2018-11-07,56.043999,56.157101,53.706902,54.188900,54.188900,385412000
2018-11-08,54.192402,54.462898,52.372898,52.373402,52.373402,351857000
2018-11-09,52.364700,52.724300,51.670200,51.896000,51.896000,386711000
2018-11-10,51.926800,52.698502,51.844200,52.401798,52.401798,322713000
2018-11-11,52.318901,52.470100,50.248501,51.364899,51.364899,410262000
2018-11-12,51.477100,51.681301,50.469299,50.648201,50.648201,388194000
2018-11-13,50.634899,50.967499,49.261002,49.696602,49.696602,356433000
2018-11-14,49.578899,50.299198,41.943600,43.610802,43.610802,604639000
2018-11-15,43.727699,44.242001,40.777500,43.948299,43.948299,588718000
2018-11-16,43.961102,43.961102,42.086601,42.458900,42.458900,411507000
2018-11-17,42.488800,42.488800,41.662899,41.928902,41.928902,330818000
2018-11-18,42.088200,42.979500,42.006401,42.327900,42.327900,352001000
2018-11-19,42.339401,42.339401,35.969501,36.641102,36.641102,571241000
2018-11-20,36.572498,37.910801,31.406700,33.044201,33.044201,619356000
2018-11-21,33.065201,34.670601,31.892599,34.670601,34.670601,504001000
2018-11-22,34.692799,34.899502,32.195099,32.195099,32.195099,468218000
2018-11-23,32.022202,33.025002,31.135300,32.159698,32.159698,462932000
2018-11-24,32.259701,33.146702,28.764000,29.217699,29.217699,396969000
2018-11-25,29.226801,31.914101,27.072701,30.892200,30.892200,573938000
2018-11-26,30.868700,32.113201,28.383200,29.410999,29.410999,528902000
2018-11-27,29.409599,31.349199,28.819300,31.068800,31.068800,486621000
2018-11-28,31.116899,35.978298,30.971201,34.626598,34.626598,573550000
2018-11-29,34.719440,35.538494,33.223019,33.797447,33.797447,476701013
2018-11-30,33.799179,34.252590,31.432522,32.064762,32.064762,431153649
2018-12-01,32.130596,35.154850,31.505255,34.340736,34.340736,428286156
2018-12-02,34.262409,35.137863,33.432610,33.713150,33.713150,407318732
2018-12-03,33.810295,33.810295,30.494158,31.072802,31.072802,431873523
2018-12-04,31.005577,32.149879,30.393675,31.186125,31.186125,398521609
2018-12-05,31.215851,31.386568,29.277235,29.295238,29.295238,392132739
2018-12-06,29.248985,30.408762,26.918770,26.943661,26.943661,451241301
2018-12-07,26.907946,26.907946,22.997705,25.272585,25.272585,519622321
2018-12-08,25.128458,26.627739,23.626900,24.864017,24.864017,504751039
2018-12-09,24.803593,26.913271,24.803593,25.947023,25.947023,471979151
2018-12-10,25.911686,26.125834,24.502552,24.617800,24.617800,423653342
2018-12-11,24.600491,24.952085,23.510136,23.802383,23.802383,386533569
2018-12-12,23.795935,25.250565,23.710840,24.493830,24.493830,367818942
2018-12-13,24.530657,24.659683,23.607573,23.668861,23.668861,328942982
2018-12-14,23.646481,23.754459,22.824781,23.464329,23.464329,318851819
2018-12-15,23.462881,24.116274,23.340948,23.782423,23.782423,291476162
2018-12-16,23.787989,26.725233,23.777025,25.597210,25.597210,424549776
2018-12-17,25.682781,30.403738,25.682781,29.268890,29.268890,613385968
2018-12-18,29.266506,30.142157,28.253374,30.142157,30.142157,492064385
2018-12-19,30.327751,31.769341,29.449501,29.682787,29.682787,505439991
2018-12-20,29.604044,33.258156,29.410448,32.816872,32.816872,796645102
2018-12-21,32.732635,34.283398,30.296896,30.796618,30.796618,546504525
2018-12-22,30.826622,31.855911,30.334074,31.855911,31.855911,419546205
2018-12-23,31.992167,34.147011,31.802282,33.459675,33.459675,554317219
2018-12-24,33.473583,36.558315,33.196667,33.196667,33.196667,535897386
2018-12-25,33.401596,33.401596,30.452274,31.134327,31.134327,508836252
2018-12-26,31.093464,32.204876,29.746027,30.985901,30.985901,464721770
2018-12-27,30.962173,31.363220,28.131933,28.294508,28.294508,442100050
2018-12-28,28.300600,33.359837,28.300600,32.510830,32.510830,486919644
2018-12-29,32.558426,33.338654,31.520540,31.565002,31.565002,390868406
2018-12-30,31.423141,32.378098,31.167883,31.976517,31.976517,405650439
2018-12-31,31.977234,32.000603,30.164322,30.468224,30.468224,367746437
2019-01-01,30.458393,32.097580,30.264280,31.979931,31.979931,379429124
2019-01-02,32.021229,33.793324,31.765974,33.433681,33.433681,414331917
2019-01-03,33.353573,33.420704,31.592480,32.026699,32.026699,345068248
2019-01-04,32.016525,33.023350,31.437559,32.404167,32.404167,391010579
2019-01-05,32.345547,36.143440,32.344795,34.936867,34.936867,640607603
2019-01-06,34.847218,39.959141,34.784061,39.298855,39.298855,809493170
2019-01-07,39.279751,39.647560,37.613743,37.806274,37.806274,586891612
2019-01-08,37.918991,40.950657,37.918991,39.479717,39.479717,643946958
2019-01-09,39.446453,40.278614,38.902725,38.985535,38.985535,504601882
2019-01-10,38.987137,39.524033,33.031750,33.866009,33.866009,701124436
2019-01-11,33.683475,34.098728,32.046043,32.327629,32.327629,628980636
2019-01-12,32.456207,32.938995,32.030506,32.384426,32.384426,491524393
2019-01-13,32.395824,33.138565,30.127712,30.332897,30.332897,564244096
2019-01-14,30.378098,32.733948,30.310152,32.358242,32.358242,593098937
2019-01-15,32.384205,32.706947,31.079927,31.507069,31.507069,527294087
2019-01-16,31.438589,32.246391,31.268059,31.823416,31.823416,539347965
2019-01-17,31.850111,31.946886,30.676147,31.888651,31.888651,609389196
2019-01-18,31.913450,31.940603,30.955572,31.311487,31.311487,566482194
2019-01-19,31.480209,33.112358,31.368427,32.550724,32.550724,585789956
2019-01-20,32.490044,33.354145,30.935497,31.176407,31.176407,584024740
2019-01-21,31.188656,31.389183,30.956665,31.212870,31.212870,531048792
2019-01-22,31.213305,32.019772,30.324675,31.684425,31.684425,589374366
2019-01-23,31.669024,32.386166,31.558426,32.001957,32.001957,613521887
2019-01-24,32.042969,33.042126,31.427628,32.776108,32.776108,614405337
2019-01-25,32.820435,33.209595,32.273338,32.981812,32.981812,661476019
2019-01-26,32.967960,33.950012,32.866627,33.150524,33.150524,694481467
2019-01-27,33.081963,33.345749,32.080502,32.592834,32.592834,678149673
2019-01-28,32.517124,32.716747,30.523111,31.199259,31.199259,812860294
2019-01-29,31.235544,31.457535,30.437250,31.097111,31.097111,707842399
2019-01-30,31.066559,32.089375,30.863516,31.930954,31.930954,694822147
2019-01-31,31.890856,32.437298,31.395460,31.652176,31.652176,654137406
2019-02-01,31.719522,33.449444,31.127136,32.827080,32.827080,825977655
2019-02-02,32.817982,34.557167,32.728092,34.394829,34.394829,829064166
2019-02-03,34.431210,34.568447,33.117676,33.439255,33.439255,820461890
2019-02-04,33.464359,34.428387,33.464359,34.108627,34.108627,740036503
2019-02-05,34.009163,34.388397,33.777740,34.256645,34.256645,708712283
2019-02-06,34.347305,34.347305,32.543476,32.932987,32.932987,748545365
2019-02-07,32.905396,33.592579,32.878471,33.222420,33.222420,652002936
2019-02-08,33.235268,43.903469,33.005573,43.464722,43.464722,1721691113
2019-02-09,43.021866,45.864746,42.268600,44.790283,44.790283,1509978242
2019-02-10,44.763634,47.094070,42.903816,46.827408,46.827408,1420578822
2019-02-11,46.881832,46.881832,42.397339,43.182541,43.182541,1229169301
2019-02-12,43.168873,44.143291,42.543179,43.928642,43.928642,1098569293
2019-02-13,43.833340,44.510052,41.416805,41.997643,41.997643,1087815590
2019-02-14,41.875496,42.553356,41.267056,41.640549,41.640549,997741394
2019-02-15,41.643276,43.675793,41.619717,42.699669,42.699669,1043820660
2019-02-16,42.759766,44.183578,42.567696,43.594761,43.594761,1017844635
2019-02-17,43.396259,44.649574,42.911343,43.928368,43.928368,1089205821
2019-02-18,43.881950,49.219578,43.842010,48.043175,48.043175,1462180271
2019-02-19,48.136169,49.183182,47.268829,47.864677,47.864677,1417050580
2019-02-20,47.820896,52.158390,47.410934,51.785965,51.785965,1582934317
2019-02-21,51.835323,51.835323,48.681660,49.151596,49.151596,1259734341
2019-02-22,49.132931,50.027672,48.717384,49.805733,49.805733,1213665948
2019-02-23,49.671822,51.885784,48.667637,51.680927,51.680927,1278039836
2019-02-24,51.680290,53.415829,43.656162,44.678593,44.678593,1618048130
2019-02-25,44.575947,47.190857,44.575947,46.213066,46.213066,1212141471
2019-02-26,46.176460,46.517334,45.093922,45.491131,45.491131,1060325373
2019-02-27,45.498642,46.138302,44.412914,45.581425,45.581425,1061879935
2019-02-28,45.616497,46.920059,45.597649,46.237259,46.237259,1119495712
2019-03-01,46.235413,48.987801,46.149918,47.487240,47.487240,1175425172
2019-03-02,47.481236,49.640739,47.463955,49.015366,49.015366,1227656624
2019-03-03,49.021946,49.385883,48.093163,48.380322,48.380322,1102677211
2019-03-04,48.334953,48.649303,45.853374,46.432034,46.432034,1243464081
2019-03-05,46.523563,54.023880,46.142342,53.132458,53.132458,2000300861
2019-03-06,53.020226,56.267273,52.276752,55.784279,55.784279,1998850451
2019-03-07,55.837769,58.999519,55.079391,57.189034,57.189034,2410843753
